央卫频道,#genre#
深圳卫视,http://218.1.144.52:85/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://139.227.221.14:85/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://180.165.12.42:50001/tsfile/live/0001_24.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://222.240.220.198:85/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://42.48.45.143:808/hls/29/index.m3u8
深圳卫视,http://113.241.133.223:85/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://111.120.8.205:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://47.116.70.223:85/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://116.228.170.214:9003/hls/40/index.m3u8
四川卫视,http://180.173.123.115:8885/tsfile/live/0114_3.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://218.1.144.52:85/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://180.165.12.42:50001/tsfile/live/0001_29.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://110.53.218.182:9002udp://@238.0.0.1:8040
四川卫视,http://42.48.45.143:808/hls/47/index.m3u8
四川卫视,http://113.241.133.223:85/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://111.120.8.205:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://47.116.70.223:85/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://116.228.170.214:9003/hls/33/index.m3u8
浙江卫视,http://180.173.123.115:8885/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://218.1.144.52:85/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://139.227.221.14:85/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://180.165.12.42:50001/tsfile/live/0001_23.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://110.53.218.182:9002udp://@238.0.0.1:8031
浙江卫视,http://222.240.220.198:85/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://42.48.45.143:808/hls/43/index.m3u8
浙江卫视,http://113.241.133.223:85/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://111.120.8.205:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://47.116.70.223:85/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://116.228.170.214:9003/hls/32/index.m3u8
安徽卫视,http://180.173.123.115:8885/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://218.1.144.52:85/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://139.227.221.14:85/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://180.165.12.42:50001/tsfile/live/0001_33.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://110.53.218.182:9002udp://@238.0.0.1:8019
安徽卫视,http://222.240.220.198:85/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://42.48.45.143:808/hls/35/index.m3u8
安徽卫视,http://113.241.133.223:85/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://111.120.8.205:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://47.116.70.223:85/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://116.228.170.214:9003/hls/28/index.m3u8
东南卫视,http://180.173.123.115:8885/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://218.1.144.52:85/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://139.227.221.14:85/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://180.165.12.42:50001/tsfile/live/0001_31.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://110.53.218.182:9002udp://@238.0.0.1:8038
东南卫视,http://222.240.220.198:85/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://42.48.45.143:808/hls/37/index.m3u8
东南卫视,http://113.241.133.223:85/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://47.116.70.223:85/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://116.228.170.214:9003/hls/39/index.m3u8
河北卫视,http://180.173.123.115:8885/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://218.1.144.52:85/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://139.227.221.14:85/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://180.165.12.42:50001/tsfile/live/0001_40.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://110.53.218.182:9002udp://@238.0.0.1:8029
河北卫视,http://42.48.45.143:808/hls/41/index.m3u8
黑龙江卫视,http://47.116.70.223:85/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://116.228.170.214:9003/hls/41/index.m3u8
黑龙江卫视,http://180.173.123.115:8885/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://180.165.12.42:50001/tsfile/live/0001_37.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://110.53.218.182:9002udp://@238.0.0.1:8023
黑龙江卫视,http://222.240.220.198:85/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://42.48.45.143:808/hls/49/index.m3u8
湖北卫视,http://111.120.8.205:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://47.116.70.223:85/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://116.228.170.214:9003/hls/29/index.m3u8
湖北卫视,http://180.173.123.115:8885/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://218.1.144.52:85/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://139.227.221.14:85/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://180.165.12.42:50001/tsfile/live/0001_35.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://110.53.218.182:9002udp://@238.0.0.1:8027
湖北卫视,http://222.240.220.198:85/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://42.48.45.143:808/hls/39/index.m3u8
湖北卫视,http://113.241.133.223:85/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://111.120.8.205:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://47.116.70.223:85/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://116.228.170.214:9003/hls/30/index.m3u8
江西卫视,http://180.173.123.115:8885/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://218.1.144.52:85/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://180.165.12.42:50001/tsfile/live/0001_32.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://110.53.218.182:9002udp://@238.0.0.1:8035
江西卫视,http://42.48.45.143:808/hls/54/index.m3u8
江西卫视,http://113.241.133.223:85/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://111.120.8.205:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://47.116.70.223:85/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://116.228.170.214:9003/hls/38/index.m3u8
辽宁卫视,http://180.173.123.115:8885/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://218.1.144.52:85/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://139.227.221.14:85/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://180.165.12.42:50001/tsfile/live/0001_34.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://110.53.218.182:9002udp://@238.0.0.1:8025
辽宁卫视,http://222.240.220.198:85/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://42.48.45.143:808/hls/36/index.m3u8
天津卫视,http://111.120.8.205:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://47.116.70.223:85/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://116.228.170.214:9003/hls/27/index.m3u8
天津卫视,http://180.173.123.115:8885/tsfile/live/0114_2.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://218.1.144.52:85/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://139.227.221.14:85/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://180.165.12.42:50001/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://110.53.218.182:9002udp://@238.0.0.1:8021
天津卫视,http://222.240.220.198:85/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://42.48.45.143:808/hls/45/index.m3u8
兵团卫视,http://111.120.8.205:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://47.116.70.223:85/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://180.173.123.115:8885/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://42.48.45.143:808/hls/112/index.m3u8
甘肃卫视,http://47.116.70.223:85/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://116.228.170.214:9003/hls/49/index.m3u8
甘肃卫视,http://180.173.123.115:8885/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://218.1.144.52:85/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://222.240.220.198:85/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://42.48.45.143:808/hls/57/index.m3u8
广西卫视,http://111.120.8.205:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://47.116.70.223:85/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://116.228.170.214:9003/hls/47/index.m3u8
广西卫视,http://180.173.123.115:8885/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://218.1.144.52:85/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://110.53.218.182:9002udp://@238.0.0.1:8042
广西卫视,http://42.48.45.143:808/hls/50/index.m3u8
广西卫视,http://113.241.133.223:85/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://47.116.70.223:85/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://116.228.170.214:9003/hls/35/index.m3u8
河南卫视,http://180.173.123.115:8885/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://218.1.144.52:85/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://180.165.12.42:50001/tsfile/live/0001_30.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://42.48.45.143:808/hls/32/index.m3u8
河南卫视,http://113.241.133.223:85/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://116.228.170.214:9003/hls/37/index.m3u8
吉林卫视,http://180.173.123.115:8885/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://218.1.144.52:85/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://180.165.12.42:50001/tsfile/live/0001_36.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://110.53.218.182:9002udp://@238.0.0.1:8033
吉林卫视,http://42.48.45.143:808/hls/33/index.m3u8
山西卫视,http://111.120.8.205:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://47.116.70.223:85/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://116.228.170.214:9003/hls/46/index.m3u8
山西卫视,http://180.173.123.115:8885/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://110.53.218.182:9002udp://@238.0.0.1:8045
山西卫视,http://222.240.220.198:85/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://42.48.45.143:808/hls/56/index.m3u8
陕西卫视,http://47.116.70.223:85/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://116.228.170.214:9003/hls/48/index.m3u8
陕西卫视,http://180.173.123.115:8885/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://218.1.144.52:85/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://110.53.218.182:9002udp://@238.0.0.1:8044
陕西卫视,http://42.48.45.143:808/hls/52/index.m3u8
西藏卫视,http://47.116.70.223:85/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://180.173.123.115:8885/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://110.53.218.182:9002udp://@238.0.0.1:8032
西藏卫视,http://42.48.45.143:808/hls/106/index.m3u8
新疆卫视,http://47.116.70.223:85/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://180.173.123.115:8885/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://110.53.218.182:9002udp://@238.0.0.1:8046
新疆卫视,http://42.48.45.143:808/hls/107/index.m3u8
云南卫视,http://111.120.8.205:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://47.116.70.223:85/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://180.173.123.115:8885/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://218.1.144.52:85/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://180.165.12.42:50001/tsfile/live/0001_39.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://110.53.218.182:9002udp://@238.0.0.1:8043
云南卫视,http://42.48.45.143:808/hls/51/index.m3u8
云南卫视,http://113.241.133.223:85/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://111.120.8.205:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://47.116.70.223:85/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://116.228.170.214:9003/hls/26/index.m3u8
重庆卫视,http://180.173.123.115:8885/tsfile/live/0114_4.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://218.1.144.52:85/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://139.227.221.14:85/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://180.165.12.42:50001/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://110.53.218.182:9002udp://@238.0.0.1:8041
重庆卫视,http://42.48.45.143:808/hls/46/index.m3u8
重庆卫视,http://113.241.133.223:85/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
旅游卫视,http://139.227.221.14:85/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://47.116.70.223:85/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://110.53.218.182:9002udp://@238.0.0.1:8050
内蒙古卫视,http://42.48.45.143:808/hls/34/index.m3u8
宁夏卫视,http://111.120.8.205:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://47.116.70.223:85/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://116.228.170.214:9003/hls/45/index.m3u8
宁夏卫视,http://110.53.218.182:9002udp://@238.0.0.1:8034
宁夏卫视,http://42.48.45.143:808/hls/105/index.m3u8
青海卫视,http://47.116.70.223:85/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://180.173.123.115:8885/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://110.53.218.182:9002udp://@238.0.0.1:8048
青海卫视,http://42.48.45.143:808/hls/53/index.m3u8
海南卫视,http://116.228.170.214:9003/hls/42/index.m3u8
海南卫视,http://180.173.123.115:8885/tsfile/live/0114_6.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://110.53.218.182:9002udp://@238.0.0.1:8039
海南卫视,http://42.48.45.143:808/hls/44/index.m3u8
海南卫视,http://113.241.133.223:85/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
更新日期,#genre#
2026-04-03,https://gcalic.v.myalicdn.com/gc/dlst03_1/index.m3u8
00:10:22,https://gcalic.v.myalicdn.com/gc/zsslsjjfsd_1/index.m3u8
2026-04-03,#genre#
2026-04-03,https://gcalic.v.myalicdn.com/gc/djyqyl1_1/index.m3u8
00:10:22,https://gcalic.v.myalicdn.com/gc/zjwzblt_1/index.m3u8
00:10:22,#genre#
2026-04-03,https://gcalic.v.myalicdn.com/gc/dlst03_1/index.m3u8
00:10:22,https://gcalic.v.myalicdn.com/gc/hssxf_1/index.m3u8
